gl,account,code,count,source,conflicts
4810.0050,4810.0050 - Landlord Liability Coverage (Lrip),oi,2,"Bryce - (Houston, TX) - The Lofts at 3402",
48100,48100 - Application Fees,oi,2,"Dylan - (Houston, TX) - Corridor at Westchase",
48130,48130 - Convenience Parking,oi,2,"Danny - (Dallas, TX) - Magnolia on Gaston",
4815.000,4815.000 NSF FEE INCOME,oi,2,"Greg- (Arlington, TX) - Pine Ridge Apartments",
4820,4820 Electric Rebill,ro,2,"Dylan - (Arlington, TX) - Sweet Redemption",
4820.000,4820.000 CLEANING INCOME,oi,2,"Greg- (Arlington, TX) - Pine Ridge Apartments",
48200,48200 - Court/Legal Fees,oi,2,"Dylan - (Houston, TX) - Corridor at Westchase",
48200,48200 - Water / Sever Relorbusemerd,rw,2,"Danny - (Dallas, TX) - Magnolia on Gaston",
4825.000,4825.000 DAMAGES CHARGED TO RESIDENT,oi,2,"Greg- (Arlington, TX) - Pine Ridge Apartments",
48250,48250 - Eviction Reimbursement Income,oi,2,"Dylan - (Houston, TX) - Corridor at Westchase",
4830.000,"4830.000 KEYS, LOCKS, LOCK CHANGES",oi,2,"Greg- (Arlington, TX) - Pine Ridge Apartments",
48300,48300 - Late Fees,oi,2,"Dylan - (Houston, TX) - Corridor at Westchase",
4835.000,4835.000 RELETTING FEE,oi,2,"Greg- (Arlington, TX) - Pine Ridge Apartments",
4840,4840 Pest Control,ro,2,"Dylan - (Arlington, TX) - Sweet Redemption",
4840,4840 Utilities Recovered,rw,2,Guillermo - (Baton Rouge) - Eden Point,
4840.000,4840.000 MONTH TO MONTH FEE,oi,2,"Greg- (Arlington, TX) - Pine Ridge Apartments",
48400,48400 - Month-To-Month Income,oi,2,"Dylan - (Houston, TX) - Corridor at Westchase",
4845.000,4845.000 Lease Violation Income,oi,2,"Greg- (Arlington, TX) - Pine Ridge Apartments",
48550,48550 - M-Out: Insufficient Notice Fees,oi,2,"Dylan - (Houston, TX) - Corridor at Westchase",
4860,4860 Water Rebill,rw,2,"Dylan - (Arlington, TX) - Sweet Redemption",
4860.000,4860.000 APPLICATION FEE INCOME,oi,2,"Greg- (Arlington, TX) - Pine Ridge Apartments",
48600,48600 - M-Out: Reletting Fee,oi,2,"Dylan - (Houston, TX) - Corridor at Westchase",
4865.000,4865.000 Pet Charges - Other,oi,2,"Greg- (Arlington, TX) - Pine Ridge Apartments",
48650,48650 - M-Out: Second Chance/Risk Fees,oi,2,"Dylan - (Houston, TX) - Corridor at Westchase",
4866.000,4866.000 Pet Rent,oi,2,"Greg- (Arlington, TX) - Pine Ridge Apartments",
4868.000,4868.000 Pet Fee,oi,2,"Greg- (Arlington, TX) - Pine Ridge Apartments",
4870.000,4870.000 Monthly Pest Control,oi,2,"Greg- (Arlington, TX) - Pine Ridge Apartments",
48700,48700 - Nsf Fees,oi,2,"Dylan - (Houston, TX) - Corridor at Westchase",
48730,48730 - Cleaning Fees,oi,2,"Dylan - (Houston, TX) - Corridor at Westchase",
48731,48731 - Damage Fees,oi,2,"Dylan - (Houston, TX) - Corridor at Westchase",
48800,48800 - Lock/Key Replacement Fees,oi,2,"Dylan - (Houston, TX) - Corridor at Westchase",
4882.000,4882.000 ELECTRICITY INCOME,ro,2,"Greg- (Arlington, TX) - Pine Ridge Apartments",
4884.001,4884.001 Utility Statement Fee,ro,2,"Greg- (Arlington, TX) - Pine Ridge Apartments",
48850,48850 - Parking Income,oi,2,"Dylan - (Houston, TX) - Corridor at Westchase",
48900,48900 - Pet Fees Non-Refundable,oi,2,"Dylan - (Houston, TX) - Corridor at Westchase",
48950,48950 - Pet Rent Income,oi,2,"Dylan - (Houston, TX) - Corridor at Westchase",
4900,4900 - Gain On Sale,oi,2,"Jon - (Waco, TX) - Red Oak Townhomes",
4900,4900 Other Other Property Income,oi,4,"David - (Grand Prairie, TX) - Serrano Creek",
4901,4901 Security Deposit F,oi,2,"Jon - (Anadarko, OK) - The Crossings in Anadarko",
4903,4903 Fines,oi,4,"David - (Grand Prairie, TX) - Serrano Creek",
4905,4905 Reletting Fee,oi,4,"David - (Grand Prairie, TX) - Serrano Creek",
49050,49050 - Transfer Fees,oi,2,"Dylan - (Houston, TX) - Corridor at Westchase",
4906,4906 Vending Machines,oi,4,"David - (Grand Prairie, TX) - Serrano Creek",
4907,4907 Parking,oi,4,"David - (Grand Prairie, TX) - Serrano Creek",
4910,4910 Property Tax Refund,oi,2,"Guillermo - (Dallas, TX) - Casa Bonita",
4910.000,4910.000 ADMINISTRATIVE FEE,oi,2,"Greg- (Arlington, TX) - Pine Ridge Apartments",
4910.000,4910.000 - Interest Income,oi,3,"Guillermo - (Moore, OK) - Southwinds Apartments",
49100,49100 - Vendor Commissions,oi,2,"Dylan - (Houston, TX) - Corridor at Westchase",
4915-000,4915-000 Interest- Security Deposits,oi,2,"Danny - (Tulsa, OK) - Metro Plex",
4920.000,4920.000 DEBIT CARD FEE INCOME,oi,2,"Greg- (Arlington, TX) - Pine Ridge Apartments",
4930.000,4930.000 CREDIT CARD FEE INCOME,oi,2,"Greg- (Arlington, TX) - Pine Ridge Apartments",
4935,4935 Transfer Deposits,oi,6,"Danny - (Killeen, TX) - 605 N Gray",
49425,49425 - Lifestyle Fee,oi,2,"Dylan - (Houston, TX) - Corridor at Westchase",
4945,4945 Interest Income,oi,2,"Bryce - (DeSoto, TX) - Wooded Creek Apartments",
4948,4948 Amenity Income,oi,2,"Bryce - (DeSoto, TX) - Wooded Creek Apartments",
4949,4949 Eviction/Court Fee Reimbursement,oi,2,"Bryce - (DeSoto, TX) - Wooded Creek Apartments",
4950,4950 Lease Cancel/Relet/Accel/Forfeit Rent,oi,2,"Bryce - (DeSoto, TX) - Wooded Creek Apartments",
4951,4951 Risk Fee Income,oi,2,"Bryce - (DeSoto, TX) - Wooded Creek Apartments",
4954,4954 Utility Violations,oi,2,"Bryce - (DeSoto, TX) - Wooded Creek Apartments",
4955,4955 Cleaning / Carpet Cleaning,oi,2,"Bryce - (DeSoto, TX) - Wooded Creek Apartments",
4956,4956 Damages,oi,2,"Bryce - (DeSoto, TX) - Wooded Creek Apartments",
4957,4957 WiFi Amenity Income,ro,2,"Bryce - (DeSoto, TX) - Wooded Creek Apartments",
4959,4959 Lease Violation Fee,oi,2,"Bryce - (DeSoto, TX) - Wooded Creek Apartments",
4962,4962 Credit Builder,oi,2,"Bryce - (DeSoto, TX) - Wooded Creek Apartments",
4963,4963 Bad Debt Recovery,bd,2,"Bryce - (DeSoto, TX) - Wooded Creek Apartments",
4965,4965 Renters Liability Insurance,oi,2,"Bryce - (DeSoto, TX) - Wooded Creek Apartments",
4967,4967 Visitor Parking / Towing,oi,2,"Bryce - (DeSoto, TX) - Wooded Creek Apartments",
4970,4970 Month to Month Fees,oi,2,"Bryce - (DeSoto, TX) - Wooded Creek Apartments",
4973,4973 Late Fee Charges,oi,2,"Bryce - (DeSoto, TX) - Wooded Creek Apartments",
4974,4974 NSF Check Charges,oi,2,"Bryce - (DeSoto, TX) - Wooded Creek Apartments",
4975,4975 Application Fee,oi,2,"Bryce - (DeSoto, TX) - Wooded Creek Apartments",
4980,4980 Transfer Fee,oi,2,"Bryce - (DeSoto, TX) - Wooded Creek Apartments",
4980.000,4980.000 - Miscellaneous Income,oi,3,"Guillermo - (Moore, OK) - Southwinds Apartments",
49800,49800 - Miscellaneous Income,oi,2,"Dylan - (Houston, TX) - Corridor at Westchase",
4981,4981 Pet Fee-Non Refundable,oi,2,"Bryce - (DeSoto, TX) - Wooded Creek Apartments",
4982,4982 Administration Fees,oi,2,"Bryce - (DeSoto, TX) - Wooded Creek Apartments",
4983,4983 Reserved Parking,oi,2,"Bryce - (DeSoto, TX) - Wooded Creek Apartments",
4984,4984 Sewer / Wastewater,rw,2,"Bryce - (DeSoto, TX) - Wooded Creek Apartments",
4985,4985 Water Reimbursement,rw,2,"Bryce - (DeSoto, TX) - Wooded Creek Apartments",
4986,4986 Trash Reimbursement,rt,2,"Bryce - (DeSoto, TX) - Wooded Creek Apartments",
4988,4988 Pest Control Reimbursement,ro,2,"Bryce - (DeSoto, TX) - Wooded Creek Apartments",
4990,4990 Utility Admin Fees,ro,2,"Bryce - (DeSoto, TX) - Wooded Creek Apartments","recoded from 'oi' (standardized to majority ({'ro': 2, 'oi': 2}))"
49900,49900 - Write Off Of Uncollectible Other Income,bd,2,"Dylan - (Houston, TX) - Corridor at Westchase",
4992,4992 Electric Reimbursement / Commission,ro,2,"Bryce - (DeSoto, TX) - Wooded Creek Apartments",
4993,4993 Pet Rent,oi,2,"Bryce - (DeSoto, TX) - Wooded Creek Apartments",
4995,4995 Assessments,oi,2,"Guillermo - (Dallas, TX) - Casa Bonita",
4996,4996 Keys/Locks/Gate Remote,oi,2,"Bryce - (DeSoto, TX) - Wooded Creek Apartments",
4997,4997 Property Tax Expense,tx,4,"David - (Grand Prairie, TX) - Serrano Creek",
4998,4998 Unallocated Prepays,r,2,"Yonnic - (Houston, TX) - Fall Lakes","recoded from 'bd' (standardized to majority ({'r': 7, 'bd': 4}))"
4999,4999 Misc. Income,oi,4,"Emilio - (Garland, TX) - The Retreat at Faulkner Point",
4999.000,4999.000 MISCELLANEOUS INCOME,oi,2,"Greg- (Arlington, TX) - Pine Ridge Apartments",
5,5 Employee Unit Rent Credit,nr,2,"Bryce - (Arlington, TX) - Timberlake Villas",
5000,5000 Management Fees E,mf,2,"Jon - (Anadarko, OK) - The Crossings in Anadarko",
5000,5000 Management Fees Expense,mf,4,"David - (Grand Prairie, TX) - Serrano Creek",
5000,5000 - Office Supplies,ad,2,"Dylan - (Houston, TX) - Northbrooke",
5000,5000 PROPERTY ADMIN EXPENSES - Other,ad,2,"Emilio - (Garland, TX) - The Retreat at Faulkner Point",
5000-001,5000-001 - Management Fees,mf,4,"Dylan - (Fort Worth, TX) - Trail Lakes",
5000-003,5000-003 - Office Supplies,ad,4,"Dylan - (Fort Worth, TX) - Trail Lakes",
5000-004,5000-004 - Lease Management Software,ad,4,"Dylan - (Fort Worth, TX) - Trail Lakes",
5000-005,5000-005 - Taa Lease Forms / Membership,ad,4,"Dylan - (Fort Worth, TX) - Trail Lakes",
5000-006,5000-006 - Computer Services / Supplies,ad,4,"Dylan - (Fort Worth, TX) - Trail Lakes",
5000-007,5000-007 - Internet/Website Updates,ad,2,"Chris - (Hurst, TX) - Arbor Park",
5000-009,5000-009 - Postage & Delivery,ad,4,"Dylan - (Fort Worth, TX) - Trail Lakes",
5000-010,5000-010 - Resident Credit Builder Program,ad,4,"Dylan - (Fort Worth, TX) - Trail Lakes",
5000-0100,5000-0100 - Apartment Rent,r,2,"Bryce - (Arlington, TX) - District on Collins",
5000-011,5000-011 - Credit Check Fees,ad,4,"Dylan - (Fort Worth, TX) - Trail Lakes",
5000-012,5000-012 - Eviction Filing Fees,ad,4,"Dylan - (Fort Worth, TX) - Trail Lakes",
5000-013,5000-013 - Security,cs,2,"Dylan - (Fort Worth, TX) - Trail Lakes",
5000-014,5000-014 - Copier Expense / Copies,ad,2,"Chris - (Hurst, TX) - Arbor Park",
5000-015,5000-015 - Telephone,ad,4,"Dylan - (Fort Worth, TX) - Trail Lakes",
5000-016,5000-016 - Emergency Phone,ad,2,"Chris - (Hurst, TX) - Arbor Park",
5000-017,5000-017 - Answering Service,ad,2,"Chris - (Hurst, TX) - Arbor Park",
5000-018,5000-018 - Cable / Internet,o,4,"Dylan - (Fort Worth, TX) - Trail Lakes",
5000-019,5000-019 - Bank Charges,ad,4,"Dylan - (Fort Worth, TX) - Trail Lakes",
5000-020,"5000-020 - Legal, Accounting & Other Professional Fees",ad,2,"Chris - (Hurst, TX) - Arbor Park",
5000-023,5000-023 - Meals & Entertainment,ad,4,"Dylan - (Fort Worth, TX) - Trail Lakes",
5000-024,5000-024 - Seminars & Education,ad,4,"Dylan - (Fort Worth, TX) - Trail Lakes",
5000-025,5000-025 - Uniforms,ad,4,"Dylan - (Fort Worth, TX) - Trail Lakes",
5000-026,5000-026 - Model Expense,m,4,"Dylan - (Fort Worth, TX) - Trail Lakes","recoded from 'ad' (standardized to majority ({'m': 7, 'ad': 4}))"
5000-027,5000-027 - Misc. Fees & Permits,ad,4,"Dylan - (Fort Worth, TX) - Trail Lakes",
5000-028,5000-028 - Misc Management Expense,ad,4,"Dylan - (Fort Worth, TX) - Trail Lakes",
5000-029,5000-029 - Deposit Insure Expense,ad,4,"Dylan - (Fort Worth, TX) - Trail Lakes",
5000-030,5000-030 - Renters Insurance Fee,ad,4,"Dylan - (Fort Worth, TX) - Trail Lakes",
5000-0400,5000-0400 - Loss/Gain To Lease,ll,2,"Bryce - (Arlington, TX) - District on Collins",
5000-0500,5000-0500 - Concessions,nr,2,"Bryce - (Arlington, TX) - District on Collins",
5000-0700,5000-0700 - Employee Rent Discount,nr,2,"Bryce - (Arlington, TX) - District on Collins",
5000-0800,5000-0800 - Model / Storage / Down Unit,nr,2,"Bryce - (Arlington, TX) - District on Collins",
5000-0950,5000-0950 - Vacancy Loss,v,2,"Bryce - (Arlington, TX) - District on Collins",
50000,50000 · Salaries - Office Personnel,pr,2,"Dylan - (College Station, TX)  - Quarters on Luther",
50000000,50000000 Other Rental Income,oi,2,"Greg - (Balch Springs, TX ) - Autumn Run Apartments","recoded from 'r' (standardized to majority ({'oi': 6, 'r': 2}))"
50000009,50000009 Move-In Concessions,nr,5,"Greg - (Balch Springs, TX ) - Autumn Run Apartments",
500001,500001 · Salary - Manager,pr,2,"Guillermo - (Lubbock, TX) - Thrive in Lubbock",
500002,500002 - Wages - Exempt: Main Office/Administration,pr,2,"Paul - (Fort Worth, TX) - Aden Crest",
500006,500006 · Salary - Assistant Manager,pr,2,"Guillermo - (Lubbock, TX) - Thrive in Lubbock",
50001,50001 MANAGER,pr,2,"Danny - (Tulsa, OK) - Waterford",
50001,50001 Rental income cur. month,r,2,"Yonnic - (Lubbock, TX) - Estrada South II",
500011,500011 · Salary - Leasing,pr,2,"Guillermo - (Lubbock, TX) - Thrive in Lubbock",
500016,500016 · Salary - Maintenance Manager,pr,2,"Guillermo - (Lubbock, TX) - Thrive in Lubbock",
50002,50002 ASSISTANT MA,pr,2,"Danny - (Tulsa, OK) - Waterford",
500021,500021 · Salary - Maintenance Assistant,pr,2,"Guillermo - (Lubbock, TX) - Thrive in Lubbock",
50003,50003 LEASING DIREC,pr,2,"Danny - (Tulsa, OK) - Waterford",
50003,50003 Vacancy Loss,v,2,"Yonnic - (Lubbock, TX) - Estrada South II",
5000300,5000300  Water,w,2,"Chris - (Sealy, TX) - Edgewood",
500031,500031 · Salary - Housekeeper,pr,2,"Guillermo - (Lubbock, TX) - Thrive in Lubbock",
50004,50004 LEAD MAINTEN,pr,2,"Danny - (Tulsa, OK) - Waterford",
50004,50004 Loss to Lease,ll,2,"Yonnic - (Lubbock, TX) - Estrada South II",
50005,50005 ASSISTANT MA,pr,2,"Danny - (Tulsa, OK) - Waterford",
500051,500051 · Salary - Administrative,pr,2,"Guillermo - (Lubbock, TX) - Thrive in Lubbock",
500056,500056 · Bonus - Manager,pr,2,"Guillermo - (Lubbock, TX) - Thrive in Lubbock",
50006,50006 LEASING AGEN,pr,2,"Danny - (Tulsa, OK) - Waterford",
50006,50006 Subsidy,r,2,"Yonnic - (Lubbock, TX) - Estrada South II",
500061,500061 · Bonus - Assistant Manager,pr,2,"Guillermo - (Lubbock, TX) - Thrive in Lubbock",
500066,500066 · Bonus - Leasing,pr,2,"Guillermo - (Lubbock, TX) - Thrive in Lubbock",
500071,500071 · Bonus - Maintenance Manager,pr,2,"Guillermo - (Lubbock, TX) - Thrive in Lubbock",
500076,500076 · Bonus - Maintenance Other,pr,2,"Guillermo - (Lubbock, TX) - Thrive in Lubbock",
50008,50008 MAKE READY -,rm,2,"Danny - (Tulsa, OK) - Waterford","recoded from 'pr' (standardized to majority ({'rm': 43, 'pr': 4}))"
500081,500081 · Bonus - Administrative,pr,2,"Guillermo - (Lubbock, TX) - Thrive in Lubbock",
500096,500096 · Temp Help,pr,2,"Guillermo - (Lubbock, TX) - Thrive in Lubbock",
5001,5001 Advertising,m,4,"David - (Grand Prairie, TX) - Serrano Creek",
5001,5001 Market Rent,r,4,"Bryce - (Dallas, TX) - The Landing at McCallum",
5001,5001 Property Management Fee,mf,2,"Bryce - (DeSoto, TX) - Wooded Creek Apartments",
5001-000,5001-000 Market Rent,r,4,"Emilio - (Houston, TX) - Walnut Creek",
5001.001,5001.001 Management Fees,mf,3,"Jackson - (Balch Springs, TX) - Shepherd Lane Apartments",
50010,50010 MAINTENANCE,pr,2,"Danny - (Tulsa, OK) - Waterford",
500103,500103 - Wages - Non-Exempt Regular: Managers,pr,2,"Paul - (Fort Worth, TX) - Aden Crest",
500106,500106 · Payroll Taxes,pr,2,"Guillermo - (Lubbock, TX) - Thrive in Lubbock",
500106,500106 - Wages - Non-Exempt Regular: Leasing Agents,pr,2,"Paul - (Fort Worth, TX) - Aden Crest",
500108,500108 - Wages - Non-Exempt Regular: Maintenance,pr,2,"Paul - (Fort Worth, TX) - Aden Crest",
50011,50011 PORTER,pr,2,"Danny - (Tulsa, OK) - Waterford",
500116,500116 · Workers Compensation,pr,2,"Guillermo - (Lubbock, TX) - Thrive in Lubbock",
500121,500121 · Insurance Benefits,pr,2,"Guillermo - (Lubbock, TX) - Thrive in Lubbock",
50014,50014 SUBCONTRACT,pr,2,"Danny - (Tulsa, OK) - Waterford",
50015,50015 LEASE COMMIS,pr,2,"Danny - (Tulsa, OK) - Waterford",
50016,50016 EMPLOYEE TEA,pr,2,"Danny - (Tulsa, OK) - Waterford",
50017,50017 EMPLOYEE NO,pr,2,"Danny - (Tulsa, OK) - Waterford",
50018,50018 EMPLOYEE BE,pr,2,"Danny - (Tulsa, OK) - Waterford",
50019,50019 PAYROLL TAX,pr,2,"Danny - (Tulsa, OK) - Waterford",
5002,5002 Gain/Loss To Lease,ll,4,"Bryce - (Dallas, TX) - The Landing at McCallum",
5002,5002 Managers  Salarie,pr,2,"Jon - (Anadarko, OK) - The Crossings in Anadarko",
5002,5002 Office Supplies,ad,6,"Emilio - (Garland, TX) - The Retreat at Faulkner Point",
5002,5002 - Property Inspection Software,ad,2,"Dylan - (Houston, TX) - Northbrooke",
5002.001,5002.001 Credit Verification,ad,3,"Jackson - (Balch Springs, TX) - Shepherd Lane Apartments",
5002.001,5002.001 Tenant Credit Che,ad,2,"Guillermo - (Hurst, TX) - Point on Calloway",
5002.001,5002.001 Tenant Credit Check,ad,2,"Yonnic - (Dallas, TX) - Casa de Arroyo",
500200,500200 · Electricity - Unit,e,2,"Guillermo - (Lubbock, TX) - Thrive in Lubbock",
500203,500203 - Wages - Non-Exempt Overtime: Managers,pr,2,"Paul - (Fort Worth, TX) - Aden Crest",
500205,500205 · Electricity - Common Area,e,2,"Guillermo - (Lubbock, TX) - Thrive in Lubbock",
500206,500206 - Wages - Non-Exempt Overtime: Leasing Agents,pr,2,"Paul - (Fort Worth, TX) - Aden Crest",
500208,500208 - Wages - Non-Exempt Overtime: Maintenance,pr,2,"Paul - (Fort Worth, TX) - Aden Crest",
500210,500210 · Electricity - Vacant,e,2,"Guillermo - (Lubbock, TX) - Thrive in Lubbock",
500220,500220 · Gas - Common Area,o,2,"Guillermo - (Lubbock, TX) - Thrive in Lubbock",
500230,500230 · Trash Removal - Common Area,tr,2,"Guillermo - (Lubbock, TX) - Thrive in Lubbock",
500235,500235 · Water/Sewer - Unit,w,2,"Guillermo - (Lubbock, TX) - Thrive in Lubbock",
500248,500248 · Utilities Expense - Other,o,2,"Guillermo - (Lubbock, TX) - Thrive in Lubbock",
5003,5003 Amenity Repairs,rm,5,"Yonnic - (San Antonio, TX) - The Kelly Apartments",
5003,5003 Internet Services,o,2,"Emilio  - (Fort Worth, TX) - Leuda-May Apartments","recoded from 'ad' (standardized to majority ({'o': 7, 'ad': 2}))"
5003,5003 - Postage And Freight,ad,2,"Bryce - (Addison, TX) - Jade Addison",
5003.001,5003.001 Security,cs,2,"Yonnic - (Dallas, TX) - Casa de Arroyo","recoded from 'ad' (standardized to majority ({'cs': 23, 'ad': 2, 'rm': 6}))"
500300,500300 · Carpet Cleaning - Make Ready,rm,2,"Guillermo - (Lubbock, TX) - Thrive in Lubbock",
500305,500305 · Carpet Repair - Make Ready,rm,2,"Guillermo - (Lubbock, TX) - Thrive in Lubbock",
500310,500310 · Cleaning Supplies - Make Ready,rm,2,"Guillermo - (Lubbock, TX) - Thrive in Lubbock",
500315,500315 · Contract Cleaning - Make Ready,rm,2,"Guillermo - (Lubbock, TX) - Thrive in Lubbock",
500320,500320 · Countertop Repairs - Make Ready,rm,2,"Guillermo - (Lubbock, TX) - Thrive in Lubbock",
500330,500330 · Painting - Make Ready,rm,2,"Guillermo - (Lubbock, TX) - Thrive in Lubbock",
500335,500335 · Vinyl Repair - Make Ready,rm,2,"Guillermo - (Lubbock, TX) - Thrive in Lubbock",
500340,500340 · Wall Coverings - Make Ready,rm,2,"Guillermo - (Lubbock, TX) - Thrive in Lubbock",
500345,500345 · Window Covering Repair-Make Rea,rm,2,"Guillermo - (Lubbock, TX) - Thrive in Lubbock",
500350,500350 · Make Ready - Other,rm,2,"Guillermo - (Lubbock, TX) - Thrive in Lubbock",
5004,5004 - Pm Software,ad,2,"Dylan - (Houston, TX) - Northbrooke",
5004,5004 - Property Mgmt Software,ad,2,"Bryce - (Addison, TX) - Jade Addison",
5004.001,5004.001 Misc. Fees & Permi,ad,2,"Guillermo - (Hurst, TX) - Point on Calloway",
5004.001,5004.001 Misc. Fees & Permits,ad,2,"Yonnic - (Dallas, TX) - Casa de Arroyo",
5004.002,5004.002 Dues & Subscriptions,ad,3,"Jackson - (Balch Springs, TX) - Shepherd Lane Apartments",
500401,500401 · Alarms/Monitoring,cs,2,"Guillermo - (Lubbock, TX) - Thrive in Lubbock",
500426,500426 · Landscape Contract,cs,2,"Guillermo - (Lubbock, TX) - Thrive in Lubbock",
500431,500431 · Landscaping - Other,cs,2,"Guillermo - (Lubbock, TX) - Thrive in Lubbock",
500441,500441 · Pool Contract,cs,2,"Guillermo - (Lubbock, TX) - Thrive in Lubbock",
500466,500466 · Contract Services - Other,cs,2,"Guillermo - (Lubbock, TX) - Thrive in Lubbock",
5005,5005 Boilers/Spa Heater,rm,2,"Emilio - (Dallas, TX) - The Newport",
5005,5005 Commissions & Bonuses,pr,2,"Jackson - (College Station, TX) - Anderson Point",
5005,5005 - Lease Forms/Software,ad,2,"Guillermo - (Lubbock, TX) - The Boulders at Lakeridge",
5005,5005 Telephone Services,ad,2,"Emilio - (Garland, TX) - The Retreat at Faulkner Point",
5005-0000,5005-0000 Gross Potential Rent,r,4,"Yonnic - (Beaumont, TX) - Autumn Oaks",
5005.001,5005.001 Advertising,m,4,"Yonnic - (Dallas, TX) - Casa de Arroyo","recoded from 'ad' (standardized to majority ({'m': 142, 'ad': 4}))"
50050,50050 · Salaries- Maintenance Personnel,pr,2,"Dylan - (College Station, TX)  - Quarters on Luther",
500500,500500 · Access Gates & Fences - R&M,rm,2,"Guillermo - (Lubbock, TX) - Thrive in Lubbock",
500505,500505 · Appliances/Equipment - R&M,rm,2,"Guillermo - (Lubbock, TX) - Thrive in Lubbock",
500510,500510 · Building Maint.-Exterior-R&M,rm,2,"Guillermo - (Lubbock, TX) - Thrive in Lubbock",
500515,500515 · Building Maint.-Interior-R&M,rm,2,"Guillermo - (Lubbock, TX) - Thrive in Lubbock",
500520,500520 · Electrical - R&M,rm,2,"Guillermo - (Lubbock, TX) - Thrive in Lubbock",
